Season,Episode,Title,Airdate,Description,Image
19,15,Smoke on the Daughter,30 Mar. 2008,Marge has Lisa take up ballet\comma mainly to have Lisa live out her own childhood dreams. Lisa then succumbs to peer pressure from her ballet mates and takes up smoking. Meanwhile\comma Homer and Bart try to start their own beef jerky business.,https://m.media-amazon.com/images/M/MV5BMzE5ZmMwZWYtNTkwYS00ZGMzLThiYjgtYWM0YmE4ZTNjZjcwXkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
19,16,Papa Don't Leech,13 Apr. 2008,When the Simpsons discover that Lurleen Lumpkin is on the skids\comma Marge reluctantly agrees to take her in and help her find her deadbeat dad who abandoned her 30 years ago.,https://m.media-amazon.com/images/M/MV5BOGYwNjllOWYtNzEyZC00NThjLWJmZjEtZmJkYThhODczNjEyXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
19,17,Apocalypse Cow,27 Apr. 2008,Bart tries to save the cow he raised for his 4-H club from the slaughterhouse\comma and in the process winds up getting accidentally engaged to one of Cletus's daughters.,https://m.media-amazon.com/images/M/MV5BZDI5OTE0M2MtZTA4Zi00MzMzLTk4OTAtYjM0ODM2Y2M3NmEzXkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
19,18,Any Given Sundance,4 May 2008,Lisa's documentary about her family is accepted into the Sundance Film Festival. However\comma her family gets upset with her when they discover that the film is far from flattering.,https://m.media-amazon.com/images/M/MV5BMzFlZmNmNGYtYzViMi00MWI0LWFhMzctOWVkMTQ4NDkwMjYyXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
19,19,Mona Leaves-a,11 May 2008,Homer's mom dies\comma and as part of her will\comma she asks him to spread her ashes. However\comma her request turns out to be part of her final act of rebellion against the system.,https://m.media-amazon.com/images/M/MV5BNThmOTk3MGMtNWVmZS00MzZhLWE4N2UtM2M2NDZjN2M0ZTRkXkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
19,20,All About Lisa,18 May 2008,In a parody of All About Eve\comma Lisa stabs Krusty in the back\comma takes his job\comma and wins a prestigious award. Meanwhile\comma Homer and Bart take up coin collecting.,https://m.media-amazon.com/images/M/MV5BZDI5YWQ2ZTItMmViMy00NmVjLTg2OWYtMTQ3NjU3OWQ3MzQ3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
20,1,Sex\comma Pies and Idiot Scrapes,28 Sep. 2008,Homer and Ned go into business together as bounty hunters\comma and Marge takes a job at an erotic bakery.,https://m.media-amazon.com/images/M/MV5BMTYwMzk2Njg5N15BMl5BanBnXkFtZTgwMzA2MDQ2MjE@._V1_.jpg
20,2,Lost Verizon,5 Oct. 2008,Bart gets in trouble with Marge after she finds out that he has Denis Leary's cell phone and is using it to make prank phone calls.,https://m.media-amazon.com/images/M/MV5BMjMyNzU4ODMzN15BMl5BanBnXkFtZTgwMTg5MTQ2MjE@._V1_.jpg
20,3,Double\comma Double\comma Boy in Trouble,19 Oct. 2008,Bart trades lives with his multi-millionaire lookalike\comma but discovers that his lookalike's life isn't all he thought it would be.,https://m.media-amazon.com/images/M/MV5BMjA1ODM2ODkwM15BMl5BanBnXkFtZTgwOTc5MTQ2MjE@._V1_.jpg
20,4,Treehouse of Horror XIX,2 Nov. 2008,The Simpsons' 19th Halloween Special\comma with parodies of Transformers\comma Mad Men\comma and It's the Great Pumpkin\comma Charlie Brown.,https://m.media-amazon.com/images/M/MV5BMTgzOTYyNTc2OF5BMl5BanBnXkFtZTgwNjc5MTQ2MjE@._V1_.jpg
20,5,Dangerous Curves,9 Nov. 2008,The Simpsons take a Fourth of July vacation to a cabin hotel\comma which cause Homer and Marge to reminisce about two episodes from their past where they stayed in the cabin.,https://m.media-amazon.com/images/M/MV5BMjMxOTY4MjQzNl5BMl5BanBnXkFtZTgwMzc5MTQ2MjE@._V1_.jpg
20,6,Homer and Lisa Exchange Cross Words,16 Nov. 2008,Homer gets a job breaking up couples\comma and Lisa becomes an expert crossword puzzle solver\comma but Homer bets against her in a competition.,https://m.media-amazon.com/images/M/MV5BMTQ2MzcyOTMyMl5BMl5BanBnXkFtZTgwNDc5MTQ2MjE@._V1_.jpg
20,7,MyPods and Boomsticks,30 Nov. 2008,Homer suspects that the family of Bart's new Muslim friend from Jordan is part of a terrorist plot\comma and Lisa becomes obsessed with her new MyPod.,https://m.media-amazon.com/images/M/MV5BNTE5NzY3NjU3OV5BMl5BanBnXkFtZTgwODc5MTQ2MjE@._V1_.jpg
20,8,The Burns and the Bees,7 Dec. 2008,Mr. Burns wins a professional basketball team in a poker game\comma and the new arena he plans to have Springfield build for the team threatens to interfere with Lisa's new bee sanctuary.,https://m.media-amazon.com/images/M/MV5BNTg0MTc4MDM2Nl5BMl5BanBnXkFtZTgwNzY5MTQ2MjE@._V1_.jpg
20,9,Lisa the Drama Queen,25 Jan. 2009,Lisa and her new best friend create their own fantasy world\comma but Marge doesn't want Lisa to see her friend anymore after she finds out that they're too far gone in it.,https://m.media-amazon.com/images/M/MV5BMjExMzg0MzM3M15BMl5BanBnXkFtZTgwNTY5MTQ2MjE@._V1_.jpg
20,10,Take My Life\comma Please,15 Feb. 2009,Homer finds out that he actually won the senior class president election\comma and he gets an opportunity to find out how his life would have been different if it had happened.,https://m.media-amazon.com/images/M/MV5BMjI2MjcyNDYwNV5BMl5BanBnXkFtZTgwMDY5MTQ2MjE@._V1_.jpg
20,11,How the Test Was Won,1 Mar. 2009,Bart and his fellow underachievers are taken on a field trip to Capital City so that they can miss the standardized test\comma and Homer makes sure that nothing bad happens until their insurance goes back into effect.,https://m.media-amazon.com/images/M/MV5BMjEyMDg1MzY3MF5BMl5BanBnXkFtZTgwMTY5MTQ2MjE@._V1_.jpg
20,12,No Loan Again\comma Naturally,8 Mar. 2009,The Simpsons lose their house\comma but Flanders buys it and offers to rent it back to them. But when they turn out to be less-than-reliable renters\comma Flanders kicks them out.,https://m.media-amazon.com/images/M/MV5BMTgyNzk3ODUyNl5BMl5BanBnXkFtZTgwMjU5MTQ2MjE@._V1_.jpg
20,13,Gone Maggie Gone,15 Mar. 2009,In order to rescue Maggie from a Catholic orphanage\comma Lisa must solve a series of puzzles to reveal the identity of a gem that will bring peace to Springfield.,https://m.media-amazon.com/images/M/MV5BMjE5NTUyNzQxOV5BMl5BanBnXkFtZTgwODY5MTQ2MjE@._V1_.jpg
20,14,In the Name of the Grandfather,22 Mar. 2009,The Simpsons take Grandpa to Ireland so he can go back to visit a pub he went to during the war\comma but Grandpa and Homer get suckered into buying the bar.,https://m.media-amazon.com/images/M/MV5BMTg1ODc4NTQxOV5BMl5BanBnXkFtZTgwNDY5MTQ2MjE@._V1_.jpg
20,15,Wedding for Disaster,29 Mar. 2009,Homer is kidnapped moments before he and Marge are supposed to re-renew their vows. However\comma Marge comes to the conclusion that Homer left her at the altar.,https://m.media-amazon.com/images/M/MV5BMTc0NzM2NzA0MF5BMl5BanBnXkFtZTgwMjY5MTQ2MjE@._V1_.jpg
20,16,Eeny Teeny Maya Moe,5 Apr. 2009,Moe begins dating a little person he met on the Internet\comma while Maggie is being bullied at the playground next to Moe's where Homer is leaving her.,https://m.media-amazon.com/images/M/MV5BMjIzMzkxNTkwOF5BMl5BanBnXkFtZTgwNzU5MTQ2MjE@._V1_.jpg
20,17,The Good\comma the Sad and the Drugly,19 Apr. 2009,Bart gets Milhouse to take the rap for a prank at school\comma and then blows him off when he falls for a cute 5th grade do-gooder\comma prompting Milhouse's wrath. Meanwhile\comma Lisa begins taking happy pills to improve her negative outlook.,https://m.media-amazon.com/images/M/MV5BMjExNTE1MjExMl5BMl5BanBnXkFtZTgwNjY5MTQ2MjE@._V1_.jpg
20,18,Father Knows Worst,26 Apr. 2009,Homer becomes a helicopter parent at Springfield Elementary by helping Bart finish a class project and helping Lisa become popular\comma and Marge finds a secret sauna in their house.,https://m.media-amazon.com/images/M/MV5BMTQyODI1MjM5OF5BMl5BanBnXkFtZTgwMzY5MTQ2MjE@._V1_.jpg
20,19,Waverly Hills\comma 9021-D'Oh,3 May 2009,The Simpsons set up a fake residence in Waverly Hills so that Bart and Lisa can attend school there.,https://m.media-amazon.com/images/M/MV5BMTk3NjE0NTc2N15BMl5BanBnXkFtZTgwMDU5MTQ2MjE@._V1_.jpg
20,20,Four Great Women and a Manicure,10 May 2009,A series of parodies based on four strong women: Queen Elizabeth\comma Snow White\comma Lady MacBeth\comma and Ayn Rand.,https://m.media-amazon.com/images/M/MV5BNzg5OTYwMTI3OF5BMl5BanBnXkFtZTgwNjU5MTQ2MjE@._V1_.jpg
20,21,Coming to Homerica,17 May 2009,Townspeople build a wall around Springfield to keep immigrants from Ogdenville from relocating to their town.,https://m.media-amazon.com/images/M/MV5BMTc2MDMzOTI3MF5BMl5BanBnXkFtZTgwNzc5MTQ2MjE@._V1_.jpg
21,1,Homer the Whopper,27 Sep. 2009,A Hollywood studio makes a movie based on Comic Book Guy's comic book character Everyman\comma and Homer is cast in the lead. However\comma Homer's weight fluctuations cause problems for the production.,https://m.media-amazon.com/images/M/MV5BMTg3OTc4MDQyMF5BMl5BanBnXkFtZTgwOTAzMTQ2MjE@._V1_.jpg
21,2,Bart Gets a 'Z',4 Oct. 2009,When Bart's prank gets Ms. Krabappel fired from Springfield Elementary School\comma he tries to make it up to her without letting her know that he was responsible.,https://m.media-amazon.com/images/M/MV5BMjM3MDI4NDI1NV5BMl5BanBnXkFtZTgwMjIwODQ2MjE@._V1_.jpg
21,3,The Great Wife Hope,11 Oct. 2009,Marge takes on the owner of an ultimate fighting league in the ring in order to get the sport banned in Springfield.,https://m.media-amazon.com/images/M/MV5BNzE5NjUzMjY3MV5BMl5BanBnXkFtZTgwODEwODQ2MjE@._V1_.jpg
21,4,Treehouse of Horror XX,18 Oct. 2009,Lisa becomes livid with Miss Hoover\comma and in a series of homages to classic Hitchcock sets out for deadly revenge. Next\comma Krusty's latest fast-food sandwich transforms news anchor Kent Brockman into an enraged zombie and twenty-eight days later\comma cannibal zombies have overrun Springfield. In the final frightening fable\comma Homer accidentally falls through a trapdoor in Moe's tavern and impales himself on the pipes of Moe's microbrewery. Moe serves the barflies a glass of delicious beer flavored with Homer's blood and Homer\comma now half-man\comma half-brewing apparatus\comma returns for ...,https://m.media-amazon.com/images/M/MV5BN2VkYWQzN2UtYmM4Ny00YzU3LThiNjMtZTM1NDQwMGY1N2YyXkEyXkFqcGdeQXVyNjAwODA4Mw@@._V1_.jpg
21,5,The Devil Wears Nada,15 Nov. 2009,Marge rediscovers her sexuality after appearing in a racy calendar\comma but Homer is too tired to respond to her advances because he is being worked to death by his new boss\comma Carl.,https://m.media-amazon.com/images/M/MV5BMTgwMjgwMzI3OF5BMl5BanBnXkFtZTgwNjQ5MTQ2MjE@._V1_.jpg
21,6,Pranks and Greens,22 Nov. 2009,Bart meets the boy responsible for the greatest prank in Springfield Elementary School history\comma and discovers that he's now a 19-year-old loser. Meanwhile\comma Marge is scolded for providing unhealthy snacks for Maggie's play group.,https://m.media-amazon.com/images/M/MV5BMTU5NjcyOTIwNV5BMl5BanBnXkFtZTgwNTk5MTQ2MjE@._V1_.jpg
21,7,Rednecks and Broomsticks,29 Nov. 2009,Homer becomes an expert on moonshine when he starts hanging out with Cletus after he saves the Simpsons' lives\comma while Lisa becomes friends with three teenage Wiccans.,https://m.media-amazon.com/images/M/MV5BMTUxOTEzNDY5OV5BMl5BanBnXkFtZTgwNTE3MzQ2MjE@._V1_.jpg
21,8,Oh Brother\comma Where Bart Thou?,13 Dec. 2009,Bart becomes jealous of Maggie and Lisa's special bond as sisters\comma so he goes to an orphanage and adopts a little brother.,https://m.media-amazon.com/images/M/MV5BMjE2ODEwOTAwOF5BMl5BanBnXkFtZTgwNjczNzQ2MjE@._V1_.jpg
21,9,Thursdays with Abie,3 Jan. 2010,Homer becomes jealous when a syndicated newspaper columnist begins publishing Grandpa's stories\comma while Bart is assigned to take care of the class's stuffed sheep for the weekend.,https://m.media-amazon.com/images/M/MV5BMzY2Mjk4Nzg4MV5BMl5BanBnXkFtZTgwMzkzMzQ2MjE@._V1_.jpg
21,10,Once Upon a Time in Springfield,10 Jan. 2010,The antagonism between Krusty and the new female co-star forced upon him soon turns to romance\comma while a headhunter encourages Homer\comma Lenny and Carl to take a job at another nuclear power plant.,https://m.media-amazon.com/images/M/MV5BNjgxMjkzNjM1Nl5BMl5BanBnXkFtZTgwMTY1MzQ2MjE@._V1_.jpg
21,11,Million Dollar Maybe,31 Jan. 2010,Homer can't tell Marge he won the lottery because he was supposed to be giving a wedding toast when he bought the ticket. But Bart soon finds out where he's hiding the money and begins to blackmail him.,https://m.media-amazon.com/images/M/MV5BODEzNjI4Mjg2NF5BMl5BanBnXkFtZTgwOTUxNTM2MjE@._V1_.jpg
21,12,Boy Meets Curl,14 Feb. 2010,Homer and Marge become members of the U.S. Olympic curling team. At the games\comma Lisa becomes addicted to collecting pins\comma and Bart tries to save her.,https://m.media-amazon.com/images/M/MV5BMTAyMjY1NzI2OTVeQTJeQWpwZ15BbWU4MDA2MTUzNjIx._V1_.jpg
21,13,The Color Yellow,21 Feb. 2010,While searching for an admirable ancestor for a class project\comma Lisa discovers the story of a relative named Eliza Simpson\comma who may or may not have helped a slave escape to freedom.,https://m.media-amazon.com/images/M/MV5BMTkxMjcxMTc4MV5BMl5BanBnXkFtZTgwNjc3NzQ2MjE@._V1_.jpg
21,14,Postcards from the Wedge,14 Mar. 2010,When Bart unsuccessfully tries to play Homer and Marge against each other\comma he comes up with a dangerous prank that is sure to get their attention.,https://m.media-amazon.com/images/M/MV5BMjEyNDU3NTY4M15BMl5BanBnXkFtZTgwODQ2MzQ2MjE@._V1_.jpg
21,15,Stealing First Base,21 Mar. 2010,Bart gets Springfield Elementary School in legal trouble when he kisses the enigmatic daughter of two lawyers\comma while Lisa is depressed about being ostracized because she is smart.,https://m.media-amazon.com/images/M/MV5BMjE2NTk5ODcyM15BMl5BanBnXkFtZTgwOTM1MzQ2MjE@._V1_.jpg
21,16,The Greatest Story Ever D'ohed,28 Mar. 2010,Ned takes the Simpsons on a pilgrimage to Israel in order to try and save Homer\comma but soon discovers that he may not be worth saving.,https://m.media-amazon.com/images/M/MV5BMTUxNTg2OTE4MF5BMl5BanBnXkFtZTcwNzYwOTU0Mw@@._V1_.jpg
21,17,American History X-cellent,11 Apr. 2010,Mr Burns is sent to prison for art theft\comma where a scary inmate introduces him to religion. Meanwhile Smithers becomes the boss at the plant\comma and Bart and Lisa try to share an ant farm.,https://m.media-amazon.com/images/M/MV5BMjMzMTg3MzIxOV5BMl5BanBnXkFtZTgwODkzODM2MjE@._V1_.jpg
21,18,Chief of Hearts,18 Apr. 2010,Homer and Chief Wiggum's new friendship is put to the test when the chief becomes needy after being shot\comma while Marge suspects that Bart may be dealing drugs.,https://m.media-amazon.com/images/M/MV5BMTQ5Njc5ODIzMl5BMl5BanBnXkFtZTgwNTY3NjQ2MjE@._V1_.jpg
21,19,The Squirt and the Whale,25 Apr. 2010,After a violent storm\comma Lisa tries to rally the townspeople and come to the rescue of a beached whale.,https://m.media-amazon.com/images/M/MV5BMTQ1MDEyNTQwMF5BMl5BanBnXkFtZTgwNjI0OTQ2MjE@._V1_.jpg
21,20,To Surveil\comma with Love,2 May 2010,Springfield covers the town with surveillance cameras after Homer creates a bomb scare at the train station. Meanwhile\comma Lisa considers becoming a brunette so that people will take her more seriously.,https://m.media-amazon.com/images/M/MV5BMTkyOTE3OTA2OV5BMl5BanBnXkFtZTgwMDg2MzQ2MjE@._V1_.jpg
21,21,Moe Letter Blues,9 May 2010,Homer\comma Apu and Reverend Lovejoy all suspect that Moe may have left with one of their wives after receiving a mysterious letter\comma but which one is it?,https://m.media-amazon.com/images/M/MV5BMjM0OTc1MjUwN15BMl5BanBnXkFtZTgwNTU1MjQ2MjE@._V1_.jpg
21,22,The Bob Next Door,16 May 2010,Bart is convinced that the Simpsons' new friendly\comma unassuming neighbor is actually Sideshow Bob in disguise.,https://m.media-amazon.com/images/M/MV5BMTY2NjcwNTIwMV5BMl5BanBnXkFtZTgwMTU4MTQ2MjE@._V1_.jpg
21,23,Judge Me Tender,23 May 2010,Moe's gruff and abrasive personality makes him the perfect hyper-critical judge\comma and lands him a spot on American Idol. Meanwhile\comma Homer makes Marge uncomfortable when he starts spending more time at home with Moe's now closed.,https://m.media-amazon.com/images/M/MV5BMTkwMjcyOTMyOV5BMl5BanBnXkFtZTcwOTExOTU0Mw@@._V1_.jpg
22,1,Elementary School Musical,26 Sep. 2010,While Homer and Bart accompany Krusty to Oslo so he can receive the Nobel Peace Prize\comma Marge enrolls Lisa for a week in performing arts camp.,https://m.media-amazon.com/images/M/MV5BMjIxNDk3NjI3NV5BMl5BanBnXkFtZTcwNTg0NzM5Mw@@._V1_.jpg
22,2,Loan-a Lisa,3 Oct. 2010,Lisa uses the $50 she receives from Grandpa to give Nelson a microloan to jump-start his bicycle business\comma but soon comes to regret the decision.,https://m.media-amazon.com/images/M/MV5BMTg0MjIwMDU1OF5BMl5BanBnXkFtZTgwNzgyOTQ2MjE@._V1_.jpg
22,3,MoneyBart,10 Oct. 2010,Lisa takes over as manager of Bart's baseball team and uses statistical analysis to build a winner\comma but she takes all of the fun out of it and causes Bart to quit the team.,https://m.media-amazon.com/images/M/MV5BMjM1NzU3MjAyNl5BMl5BanBnXkFtZTgwMjYyOTQ2MjE@._V1_.jpg
22,4,Treehouse of Horror XXI,7 Nov. 2010,A Satanic board game causes other popular board games to come to life\comma Homer and Marge rescue a possible killer and let him on their boat\comma and a parody of Twilight where Lisa falls for a young vampire.,https://m.media-amazon.com/images/M/MV5BMTc1MTI3MDAzMF5BMl5BanBnXkFtZTgwMTYyOTQ2MjE@._V1_.jpg
22,5,Lisa Simpson\comma This Isn't Your Life,14 Nov. 2010,When Lisa discovers that Marge was also a model student\comma she tries to find out where everything changed so that she doesn't repeat her mistakes. Meanwhile\comma a series of chance accidents cause Bart to replace Nelson as school bully.,https://m.media-amazon.com/images/M/MV5BMTQ5NjUwMjU1N15BMl5BanBnXkFtZTcwNTM1OTkwNA@@._V1_.jpg
22,6,The Fool Monty,21 Nov. 2010,After Mr. Burns finds out that he is dying\comma he has an accident and loses his memory\comma and all the townspeople use the situation to get their revenge on him.,https://m.media-amazon.com/images/M/MV5BMTI5MTY1MDAyMl5BMl5BanBnXkFtZTcwMzQ2NzcwNA@@._V1_.jpg
22,7,How Munched Is That Birdie in the Window?,28 Nov. 2010,Bart adopts a carrier pigeon\comma but Santa's Little Helper eats it.,https://m.media-amazon.com/images/M/MV5BMjAxODY0MTM2Ml5BMl5BanBnXkFtZTgwNTYyOTQ2MjE@._V1_.jpg
22,8,The Fight Before Christmas,5 Dec. 2010,Marge gets depressed when the rest of the family does not get into the holiday spirit\comma and she writes a letter\comma hoping to get some help; Mr. Burns and Moe's new friend delay the Simpsons as they attempt to travel to Hawaii for the holiday.,https://m.media-amazon.com/images/M/MV5BMTc2NTY4ODQ2OV5BMl5BanBnXkFtZTgwNjYyOTQ2MjE@._V1_.jpg
22,9,Donnie Fatso,12 Dec. 2010,Homer goes to prison after attempting to get out of a series of fines with a bribe\comma but agrees to a reduced sentence by informing on Fat Tony for the FBI.,https://m.media-amazon.com/images/M/MV5BMTQwMTQyNzIxN15BMl5BanBnXkFtZTcwNDY0NDQxNA@@._V1_.jpg
22,10,Moms I'd Like to Forget,9 Jan. 2011,Bart sets out to uncover the origins of a sword-shaped scar on his hand; Marge reconnects with three friends she fell out with years ago.,https://m.media-amazon.com/images/M/MV5BMTkxMTk1NDU1MF5BMl5BanBnXkFtZTgwNDcyOTQ2MjE@._V1_.jpg
22,11,Flaming Moe,16 Jan. 2011,Moe tries to keep his 'straightness' a secret when he opens a gay bar; Skinner falls for a new teacher.,https://m.media-amazon.com/images/M/MV5BMTAxMjczMDgwMzheQTJeQWpwZ15BbWU4MDU3Mjk0NjIx._V1_.jpg
22,12,Homer the Father,23 Jan. 2011,Homer picks up parenting advice from an 80s sitcom; Bart becomes involved in trading nuclear secrets.,https://m.media-amazon.com/images/M/MV5BODY1MzUyNTAzMV5BMl5BanBnXkFtZTgwODcyOTQ2MjE@._V1_.jpg
22,13,The Blue and the Gray,13 Feb. 2011,Moe employs Homer as his wing man\comma only to find Homer has more luck with the ladies than he does; Marge finds her first gray hair.,https://m.media-amazon.com/images/M/MV5BMTg5OTg2ODE3NF5BMl5BanBnXkFtZTgwNzcyOTQ2MjE@._V1_.jpg
22,14,Angry Dad: The Movie,20 Feb. 2011,Bart's Angry Dad character gets his own movie\comma but when the movie starts winning awards\comma Homer tries to hog all the credit.,https://m.media-amazon.com/images/M/MV5BMTQ5NTY0NDQ3M15BMl5BanBnXkFtZTgwMDgyOTQ2MjE@._V1_.jpg
22,15,The Scorpion's Tale,6 Mar. 2011,Lisa's school project leads to the discovery of a new drug that makes the elderly less cranky and more tolerable.,https://m.media-amazon.com/images/M/MV5BMTk2NzM1Njc4NV5BMl5BanBnXkFtZTgwMTgyOTQ2MjE@._V1_.jpg
22,16,A Midsummer's Nice Dreams,13 Mar. 2011,After Tommy Chong walks away from the Cheech & Chong reunion tour\comma Homer goes on the road as his replacement. Meanwhile\comma Marge tries to help the cat lady with her hoarding problem.,https://m.media-amazon.com/images/M/MV5BMTQxNTE2Nzc4MV5BMl5BanBnXkFtZTgwMjgyOTQ2MjE@._V1_.jpg
22,17,Love Is a Many Strangled Thing,27 Mar. 2011,The tables are turned for Homer and Bart after a therapist cures Homer of his violent tendencies toward the boy.,https://m.media-amazon.com/images/M/MV5BMTUyMTAwOTMzMV5BMl5BanBnXkFtZTcwOTY3NjI4NA@@._V1_.jpg
